Suburb,Price,Date
Altona North,675000.0,14/05/2016
Altona North,708000.0,15/10/2016
Altona North,965000.0,15/10/2016
Altona North,680000.0,19/11/2016
Altona North,770000.0,19/11/2016
Altona North,923000.0,22/05/2016
Altona North,693000.0,22/05/2016
Altona North,620000.0,22/08/2016
Altona North,728500.0,22/08/2016
Altona North,931000.0,22/08/2016
Altona North,988000.0,22/08/2016
Altona North,590000.0,23/04/2016
Altona North,610000.0,24/09/2016
Altona North,815000.0,25/02/2017
Altona North,970000.0,25/02/2017
Altona North,760000.0,27/06/2016
Altona North,847500.0,27/06/2016
Altona North,1200000.0,27/11/2016
Altona North,700000.0,27/11/2016
Altona North,625000.0,28/05/2016
Altona North,292000.0,28/08/2016
Armadale,599000.0,3/9/2016
Armadale,550000.0,3/12/2016
Armadale,995000.0,3/12/2016
Armadale,1205000.0,3/12/2016
Armadale,1939000.0,3/12/2016
Armadale,421500.0,3/12/2016
Armadale,1870000.0,4/3/2017
Armadale,678000.0,4/3/2017
Armadale,1918000.0,4/3/2017
Armadale,660000.0,4/3/2017
Armadale,2050000.0,4/3/2017
Armadale,700000.0,4/6/2016
Armadale,3625000.0,4/6/2016
Armadale,3000000.0,4/6/2016
Armadale,1525000.0,7/5/2016
Armadale,735000.0,7/5/2016
Armadale,825000.0,7/5/2016
Armadale,1586000.0,7/5/2016
Armadale,645000.0,8/10/2016
Armadale,1435000.0,8/10/2016
Armadale,280000.0,10/9/2016
Armadale,400000.0,10/12/2016
Armadale,1780000.0,10/12/2016
Armadale,592500.0,10/12/2016
Armadale,1210000.0,12/11/2016
Armadale,2801000.0,12/11/2016
Armadale,390000.0,14/05/2016
Armadale,1800000.0,15/10/2016
Armadale,2200000.0,15/10/2016
Armadale,324000.0,16/04/2016
Armadale,5525000.0,17/09/2016
Armadale,1125000.0,17/09/2016
Armadale,2250000.0,17/09/2016
Armadale,2360000.0,18/03/2017
Armadale,1900000.0,18/03/2017
Armadale,440000.0,18/03/2017
Armadale,490000.0,18/06/2016
Armadale,2365000.0,18/06/2016
Armadale,1300000.0,18/06/2016
Armadale,732000.0,18/06/2016
Armadale,704000.0,19/11/2016
Armadale,620000.0,19/11/2016
Armadale,1900000.0,22/05/2016
Armadale,315000.0,22/08/2016
Armadale,450000.0,24/09/2016
Armadale,710000.0,25/02/2017
Armadale,872000.0,25/02/2017
Armadale,598000.0,25/02/2017
Armadale,1285000.0,25/02/2017
Armadale,3660000.0,25/02/2017
Armadale,520000.0,27/06/2016
Armadale,3625000.0,27/11/2016
Armadale,4200000.0,27/11/2016
Armadale,1101000.0,27/11/2016
Armadale,3512500.0,27/11/2016
Armadale,2000000.0,28/05/2016
Armadale,869000.0,28/05/2016
Armadale,2810000.0,28/08/2016
Armadale,565000.0,28/08/2016
Armadale,567000.0,28/08/2016
Armadale,546000.0,30/07/2016
Armadale,471500.0,30/07/2016
Ascot Vale,455000.0,3/9/2016
Ascot Vale,940000.0,3/12/2016
Ascot Vale,467000.0,3/12/2016
Ascot Vale,1380000.0,4/3/2017
Ascot Vale,490000.0,4/3/2017
Ascot Vale,1850000.0,4/3/2017
Ascot Vale,1284000.0,4/3/2017
Ascot Vale,971000.0,4/6/2016
Ascot Vale,710000.0,4/6/2016
Ascot Vale,2425000.0,4/6/2016
Ascot Vale,750000.0,4/6/2016
Ascot Vale,1053000.0,6/8/2016
Ascot Vale,1377000.0,6/8/2016
Ascot Vale,970000.0,7/5/2016
Ascot Vale,940000.0,7/5/2016
Ascot Vale,751000.0,7/5/2016
Ascot Vale,950000.0,7/5/2016
Ascot Vale,685000.0,7/11/2016
Ascot Vale,1230000.0,8/10/2016
Ascot Vale,636500.0,8/10/2016
Ascot Vale,910000.0,8/10/2016
Ascot Vale,770000.0,10/9/2016
Ascot Vale,960000.0,10/12/2016
Ascot Vale,890000.0,10/12/2016
Ascot Vale,965000.0,10/12/2016
Ascot Vale,1440000.0,11/2/2017
Ascot Vale,955000.0,11/3/2017
Ascot Vale,450000.0,12/11/2016
Ascot Vale,801000.0,12/11/2016
Ascot Vale,1000000.0,12/11/2016
Ascot Vale,1435000.0,12/11/2016
Ascot Vale,390000.0,12/11/2016
Ascot Vale,1425000.0,13/08/2016
Ascot Vale,1340000.0,14/05/2016
Ascot Vale,955000.0,14/05/2016
Ascot Vale,1100000.0,15/10/2016
Ascot Vale,1255000.0,15/10/2016
Ascot Vale,432000.0,15/10/2016
Ascot Vale,1640000.0,16/04/2016
Ascot Vale,1430000.0,16/04/2016
Ascot Vale,610000.0,16/04/2016
Ascot Vale,940000.0,16/04/2016
Ascot Vale,890000.0,16/07/2016
Ascot Vale,1180000.0,17/09/2016
Ascot Vale,1480000.0,17/09/2016
Ascot Vale,1150000.0,18/03/2017
Ascot Vale,1350000.0,18/03/2017
Ascot Vale,1905000.0,18/03/2017
Ascot Vale,865000.0,18/03/2017
Ascot Vale,705000.0,18/06/2016
Ascot Vale,442000.0,18/06/2016
Ascot Vale,540000.0,19/11/2016
Ascot Vale,1037500.0,19/11/2016
Ascot Vale,1050000.0,19/11/2016
Ascot Vale,440000.0,19/11/2016
Ascot Vale,1010000.0,19/11/2016
Ascot Vale,1430000.0,22/05/2016
Ascot Vale,570000.0,22/05/2016
Ascot Vale,690000.0,22/05/2016
Ascot Vale,1291000.0,23/04/2016
Ascot Vale,1130000.0,23/04/2016
Ascot Vale,1135000.0,24/09/2016
Ascot Vale,950000.0,24/09/2016
Ascot Vale,790000.0,24/09/2016
Ascot Vale,390000.0,25/02/2017
Ascot Vale,1345000.0,25/02/2017
Ascot Vale,1381500.0,25/02/2017
Ascot Vale,940000.0,26/07/2016
Ascot Vale,995000.0,26/07/2016
Ascot Vale,1050000.0,26/07/2016
Ascot Vale,786000.0,26/07/2016
Ascot Vale,705000.0,27/06/2016
Ascot Vale,760000.0,27/06/2016
Ascot Vale,487500.0,27/06/2016
Ascot Vale,1000000.0,27/11/2016
Ascot Vale,1110000.0,27/11/2016
Ascot Vale,1300000.0,27/11/2016
Ascot Vale,1060000.0,27/11/2016
Ascot Vale,1410000.0,27/11/2016
Ascot Vale,1305000.0,28/05/2016
Ascot Vale,932500.0,28/05/2016
Ascot Vale,965000.0,28/08/2016
Ascot Vale,1215000.0,28/08/2016
Ascot Vale,545000.0,28/08/2016
Ascot Vale,1705000.0,30/07/2016
Ascot Vale,970000.0,30/07/2016
Ascot Vale,925000.0,30/07/2016
Ashburton,2650000.0,3/9/2016
Ashburton,1670000.0,3/12/2016
Ashburton,955000.0,3/12/2016
Ashburton,2050000.0,3/12/2016
Ashburton,500000.0,4/3/2017
Ashburton,1575000.0,4/3/2017
Ashburton,1555000.0,4/6/2016
Ashburton,1100000.0,8/10/2016
Ashburton,1337000.0,8/10/2016
Ashburton,2950000.0,10/9/2016
Ashburton,2215000.0,10/9/2016
Ashburton,1518000.0,10/9/2016
Ashburton,1710000.0,10/12/2016
Ashburton,1655000.0,10/12/2016
Ashburton,1550000.0,12/11/2016
Ashburton,1662000.0,14/05/2016
Ashburton,1665000.0,15/10/2016
Ashburton,1445000.0,16/04/2016
Ashburton,3510000.0,18/03/2017
Ashburton,968000.0,18/06/2016
Ashburton,900000.0,19/11/2016
Ashburton,1500000.0,22/05/2016
Ashburton,2752000.0,22/08/2016
Ashburton,1500000.0,22/08/2016
Ashburton,1800000.0,25/02/2017
Ashburton,1830000.0,25/02/2017
Ashburton,1415000.0,27/06/2016
Ashburton,1440000.0,27/06/2016
Ashburton,1250000.0,27/11/2016
Ashburton,1422000.0,27/11/2016
Ashburton,1600000.0,27/11/2016
Ashburton,1860000.0,27/11/2016
Ashburton,1710000.0,27/11/2016
Ashburton,1790000.0,28/05/2016
Ashburton,1950000.0,28/05/2016
Ashburton,1600000.0,28/05/2016
Ashburton,1320000.0,28/08/2016
Ashburton,1650000.0,28/08/2016
Ashwood,995000.0,3/9/2016
Ashwood,1250000.0,3/12/2016
Ashwood,1045000.0,4/3/2017
Ashwood,1200000.0,4/3/2017
Ashwood,1075000.0,4/6/2016
Ashwood,1500000.0,6/8/2016
Ashwood,1120000.0,7/5/2016
Ashwood,700000.0,7/11/2016
Ashwood,761000.0,7/11/2016
Ashwood,1270000.0,8/10/2016
Ashwood,1510000.0,8/10/2016
Ashwood,1365000.0,10/9/2016
Ashwood,1100000.0,10/12/2016
Ashwood,1415000.0,13/08/2016
Ashwood,690000.0,14/05/2016
Ashwood,1631000.0,15/10/2016
Ashwood,1500000.0,15/10/2016
Ashwood,1060000.0,16/07/2016
Ashwood,1529500.0,17/09/2016
Ashwood,600000.0,18/03/2017
Ashwood,535000.0,18/06/2016
Ashwood,785000.0,19/11/2016
Ashwood,1240000.0,19/11/2016
Ashwood,700000.0,22/08/2016
Ashwood,1350000.0,24/09/2016
Ashwood,1110000.0,24/09/2016
Ashwood,1305000.0,25/02/2017
Ashwood,855000.0,25/02/2017
Ashwood,900500.0,27/11/2016
Ashwood,1200000.0,28/05/2016
Ashwood,830000.0,28/08/2016
Avondale Heights,850000.0,3/9/2016
Avondale Heights,750000.0,3/9/2016
Avondale Heights,851000.0,3/12/2016
Avondale Heights,848000.0,4/3/2017
Avondale Heights,806000.0,4/3/2017
Avondale Heights,1155000.0,4/6/2016
Avondale Heights,670000.0,4/6/2016
Avondale Heights,1200000.0,4/6/2016
Avondale Heights,636000.0,4/6/2016
Avondale Heights,680000.0,6/8/2016
Avondale Heights,1160000.0,7/5/2016
Avondale Heights,750000.0,8/10/2016
Avondale Heights,627500.0,8/10/2016
Avondale Heights,880000.0,8/10/2016
Avondale Heights,950000.0,10/12/2016
Avondale Heights,1600000.0,10/12/2016
Avondale Heights,585000.0,11/2/2017
Avondale Heights,650000.0,15/10/2016
Avondale Heights,725000.0,15/10/2016
Avondale Heights,665000.0,16/04/2016
Avondale Heights,560500.0,16/04/2016
Avondale Heights,615000.0,16/07/2016
Avondale Heights,845000.0,16/07/2016
Avondale Heights,585000.0,17/09/2016
Avondale Heights,440000.0,18/03/2017
Avondale Heights,850000.0,18/03/2017
Avondale Heights,850000.0,18/06/2016
Avondale Heights,705000.0,22/05/2016
Avondale Heights,1100000.0,22/05/2016
Avondale Heights,892500.0,22/05/2016
Avondale Heights,695000.0,23/04/2016
Avondale Heights,522500.0,24/09/2016
Avondale Heights,680000.0,24/09/2016
Avondale Heights,500000.0,24/09/2016
Avondale Heights,550000.0,24/09/2016
Avondale Heights,730000.0,25/02/2017
Avondale Heights,875000.0,25/02/2017
Avondale Heights,850000.0,25/02/2017
Avondale Heights,635000.0,26/07/2016
Avondale Heights,762000.0,26/07/2016
Avondale Heights,411000.0,27/11/2016
Avondale Heights,790000.0,27/11/2016
Avondale Heights,605000.0,27/11/2016
Avondale Heights,805000.0,27/11/2016
Avondale Heights,890000.0,27/11/2016
Avondale Heights,795000.0,28/05/2016
Avondale Heights,634000.0,28/05/2016
Avondale Heights,642000.0,28/08/2016
Avondale Heights,863000.0,28/08/2016
Avondale Heights,740000.0,28/08/2016
Balaclava,1819000.0,3/9/2016
Balaclava,410000.0,3/12/2016
Balaclava,280000.0,7/5/2016
Balaclava,1015000.0,7/11/2016
Balaclava,502500.0,15/10/2016
Balaclava,520000.0,15/10/2016
Balaclava,442000.0,17/09/2016
Balaclava,1193000.0,18/06/2016
Balaclava,416000.0,18/06/2016
Balaclava,820000.0,19/11/2016
Balaclava,474000.0,22/05/2016
Balaclava,981000.0,25/02/2017
Balaclava,1690000.0,25/02/2017
Balaclava,540000.0,27/06/2016
Balaclava,1080000.0,27/06/2016
Balaclava,500000.0,27/11/2016
Balaclava,497500.0,28/08/2016
Balwyn,2100000.0,3/9/2016
Balwyn,1800000.0,3/9/2016
Balwyn,1255000.0,3/9/2016
Balwyn,1070000.0,3/12/2016
Balwyn,2570000.0,3/12/2016
Balwyn,2400000.0,3/12/2016
Balwyn,2200000.0,3/12/2016
Balwyn,3250000.0,3/12/2016
Balwyn,806000.0,3/12/2016
Balwyn,4000000.0,3/12/2016
Balwyn,1215000.0,3/12/2016
Balwyn,2250000.0,3/12/2016
Balwyn,812000.0,4/3/2017
Balwyn,1140000.0,4/6/2016
Balwyn,2330000.0,4/6/2016
Balwyn,2800000.0,4/6/2016
Balwyn,605000.0,4/6/2016
Balwyn,1255000.0,4/6/2016
Balwyn,1850000.0,6/8/2016
Balwyn,805000.0,6/8/2016
Balwyn,700000.0,7/5/2016
Balwyn,2130000.0,7/5/2016
Balwyn,500000.0,7/5/2016
Balwyn,2125000.0,7/5/2016
Balwyn,1800000.0,8/10/2016
Balwyn,635000.0,8/10/2016
Balwyn,526000.0,10/9/2016
Balwyn,390000.0,10/9/2016
Balwyn,905000.0,10/12/2016
Balwyn,1750000.0,10/12/2016
Balwyn,760000.0,10/12/2016
Balwyn,3180000.0,10/12/2016
Balwyn,1367000.0,10/12/2016
Balwyn,3600000.0,10/12/2016
Balwyn,2550000.0,10/12/2016
Balwyn,1400000.0,12/11/2016
Balwyn,3270000.0,12/11/2016
Balwyn,625000.0,13/08/2016
Balwyn,700000.0,13/08/2016
Balwyn,1860000.0,14/05/2016
Balwyn,2730000.0,15/10/2016
Balwyn,2020000.0,16/04/2016
Balwyn,460000.0,16/04/2016
Balwyn,2250000.0,16/07/2016
Balwyn,1053000.0,16/07/2016
Balwyn,1800000.0,16/07/2016
Balwyn,1472000.0,16/07/2016
Balwyn,2120000.0,17/09/2016
Balwyn,1910000.0,17/09/2016
Balwyn,754000.0,18/03/2017
Balwyn,3000000.0,18/06/2016
Balwyn,3400000.0,18/06/2016
Balwyn,2188000.0,19/11/2016
Balwyn,755000.0,19/11/2016
Balwyn,2900000.0,22/05/2016
Balwyn,3290000.0,22/05/2016
Balwyn,2665000.0,22/08/2016
Balwyn,1801000.0,22/08/2016
Balwyn,2410000.0,24/09/2016
Balwyn,650000.0,24/09/2016
Balwyn,2275000.0,25/02/2017
Balwyn,2810000.0,25/02/2017
Balwyn,1385000.0,25/02/2017
Balwyn,2000000.0,27/06/2016
Balwyn,1900000.0,27/11/2016
Balwyn,3401000.0,27/11/2016
Balwyn,1750000.0,27/11/2016
Balwyn,4000000.0,27/11/2016
Balwyn,1100000.0,28/05/2016
Balwyn,3020000.0,28/05/2016
Balwyn,2950000.0,28/05/2016
Balwyn,2450000.0,28/05/2016
Balwyn,1912000.0,28/05/2016
Balwyn,730000.0,28/08/2016
Balwyn,3900000.0,28/08/2016
Balwyn,1500000.0,28/08/2016
Balwyn,1850000.0,28/08/2016
Balwyn,1700000.0,30/07/2016
Balwyn,1010000.0,30/07/2016
Balwyn North,1315000.0,3/9/2016
Balwyn North,1500000.0,3/9/2016
Balwyn North,3230000.0,3/9/2016
Balwyn North,1080000.0,3/9/2016
Balwyn North,1350000.0,3/12/2016
Balwyn North,1905000.0,3/12/2016
Balwyn North,3300000.0,3/12/2016
Balwyn North,1900000.0,3/12/2016
Balwyn North,2251000.0,3/12/2016
Balwyn North,2205000.0,3/12/2016
Balwyn North,1265000.0,3/12/2016
Balwyn North,2000000.0,4/3/2017
Balwyn North,1750000.0,4/3/2017
Balwyn North,1450000.0,4/3/2017
Balwyn North,2614000.0,4/3/2017
Balwyn North,1825000.0,4/3/2017
Balwyn North,2550000.0,4/3/2017
Balwyn North,1570000.0,4/6/2016
Balwyn North,3250000.0,6/8/2016
Balwyn North,1750000.0,6/8/2016
Balwyn North,1150000.0,6/8/2016
Balwyn North,1575000.0,6/8/2016
Balwyn North,1505000.0,7/5/2016
Balwyn North,1572000.0,7/5/2016
Balwyn North,1500000.0,7/5/2016
Balwyn North,1400000.0,7/5/2016
Balwyn North,1750000.0,7/11/2016
Balwyn North,1850000.0,7/11/2016
Balwyn North,1480000.0,7/11/2016
Balwyn North,1400000.0,8/10/2016
Balwyn North,2130000.0,8/10/2016
Balwyn North,1050000.0,8/10/2016
Balwyn North,3690000.0,8/10/2016
Balwyn North,1740000.0,10/9/2016
Balwyn North,2575000.0,10/9/2016
Balwyn North,1388800.0,10/9/2016
Balwyn North,1702000.0,10/12/2016
Balwyn North,1800000.0,10/12/2016
Balwyn North,2910000.0,10/12/2016
Balwyn North,1400000.0,10/12/2016
Balwyn North,860000.0,10/12/2016
Balwyn North,1670000.0,11/3/2017
Balwyn North,1500000.0,12/6/2016
Balwyn North,2200000.0,12/6/2016
Balwyn North,1350000.0,12/11/2016
Balwyn North,2070000.0,12/11/2016
Balwyn North,1300000.0,12/11/2016
Balwyn North,1700000.0,13/08/2016
Balwyn North,1750000.0,13/08/2016
Balwyn North,980000.0,14/05/2016
Balwyn North,1230000.0,14/05/2016
Balwyn North,2600000.0,14/05/2016
Balwyn North,1950000.0,14/05/2016
Balwyn North,1750000.0,15/10/2016
Balwyn North,2000000.0,15/10/2016
Balwyn North,1480000.0,15/10/2016
Balwyn North,3000000.0,15/10/2016
Balwyn North,1818000.0,15/10/2016
Balwyn North,2170000.0,16/04/2016
Balwyn North,2525000.0,16/04/2016
Balwyn North,3360000.0,16/04/2016
Balwyn North,1620000.0,16/07/2016
Balwyn North,1903000.0,16/07/2016
Balwyn North,1712000.0,17/09/2016
Balwyn North,1720000.0,18/03/2017
Balwyn North,1670000.0,18/03/2017
Balwyn North,1350000.0,18/03/2017
Balwyn North,1675000.0,18/03/2017
Balwyn North,1680000.0,18/03/2017
Balwyn North,1800000.0,18/06/2016
Balwyn North,1550000.0,18/06/2016
Balwyn North,4000000.0,18/06/2016
Balwyn North,2900000.0,18/06/2016
Balwyn North,2205000.0,19/11/2016
Balwyn North,1137000.0,19/11/2016
Balwyn North,2100000.0,19/11/2016
Balwyn North,1389000.0,22/05/2016
Balwyn North,685000.0,22/05/2016
Balwyn North,1900000.0,22/05/2016
Balwyn North,1335000.0,22/05/2016
Balwyn North,1600000.0,22/08/2016
Balwyn North,1830000.0,22/08/2016
Balwyn North,1900000.0,22/08/2016
Balwyn North,1500000.0,23/04/2016
Balwyn North,735000.0,23/04/2016
Balwyn North,1040000.0,24/09/2016
Balwyn North,1520000.0,25/02/2017
Balwyn North,1250000.0,25/02/2017
Balwyn North,1900000.0,25/02/2017
Balwyn North,1875000.0,27/06/2016
Balwyn North,1530000.0,27/06/2016
Balwyn North,1700000.0,27/06/2016
Balwyn North,1238000.0,27/11/2016
Balwyn North,1320000.0,27/11/2016
Balwyn North,560000.0,27/11/2016
Balwyn North,1651000.0,27/11/2016
Balwyn North,1920000.0,27/11/2016
Balwyn North,1560000.0,27/11/2016
Balwyn North,1550000.0,28/05/2016
Balwyn North,1038000.0,28/05/2016
Balwyn North,1660000.0,28/05/2016
Balwyn North,1260000.0,28/05/2016
Balwyn North,2000000.0,28/08/2016
Balwyn North,2155000.0,28/08/2016
Balwyn North,1225000.0,28/08/2016
Balwyn North,2150000.0,28/08/2016
Balwyn North,1770000.0,28/08/2016
Balwyn North,691500.0,30/07/2016
Balwyn North,1836000.0,30/07/2016
Bentleigh,636000.0,3/9/2016
Bentleigh,1275000.0,3/9/2016
Bentleigh,875000.0,3/9/2016
Bentleigh,895000.0,3/9/2016
Bentleigh,1550000.0,3/12/2016
Bentleigh,1420000.0,3/12/2016
Bentleigh,1425000.0,3/12/2016
Bentleigh,851000.0,3/12/2016
Bentleigh,1222500.0,4/2/2016
Bentleigh,1260000.0,4/3/2017
Bentleigh,2700000.0,4/6/2016
Bentleigh,900000.0,4/6/2016
Bentleigh,1100000.0,4/6/2016
Bentleigh,1005000.0,4/6/2016
Bentleigh,1317500.0,4/6/2016
Bentleigh,360000.0,6/8/2016
Bentleigh,1435000.0,6/8/2016
Bentleigh,1110000.0,6/8/2016
Bentleigh,2435000.0,6/8/2016
Bentleigh,1500000.0,7/5/2016
Bentleigh,1300000.0,7/11/2016
Bentleigh,855000.0,7/11/2016
Bentleigh,1125000.0,8/10/2016
Bentleigh,1135000.0,8/10/2016
Bentleigh,867000.0,8/10/2016
Bentleigh,1328000.0,10/9/2016
Bentleigh,1340000.0,10/9/2016
Bentleigh,1155000.0,10/9/2016
Bentleigh,1275000.0,10/9/2016
Bentleigh,770000.0,10/12/2016
Bentleigh,855000.0,10/12/2016
Bentleigh,1100000.0,10/12/2016
Bentleigh,650000.0,10/12/2016
Bentleigh,1815000.0,10/12/2016
Bentleigh,2255000.0,10/12/2016
Bentleigh,1470000.0,11/2/2017
Bentleigh,420000.0,12/11/2016
Bentleigh,855000.0,12/11/2016
Bentleigh,1450000.0,12/11/2016
Bentleigh,1200000.0,12/11/2016
Bentleigh,1860000.0,12/11/2016
Bentleigh,725000.0,13/08/2016
Bentleigh,1293000.0,15/10/2016
Bentleigh,1390000.0,15/10/2016
Bentleigh,1400000.0,15/10/2016
Bentleigh,1328000.0,15/10/2016
Bentleigh,1247000.0,15/10/2016
